店,日付,時間,レシート,顧客,商品,大分類,中分類,小分類,細分類,メーカー,ブランド,仕入単価,単価,数量,金額,仕入金額,粗利金額,年月
D,20010427,131552,1000185,00118D,0000404,1,11,1115,111597,0728,072803,609,792,1,792,609,183,20014
A,20010427,140605,1000198,00267A,0000573,1,13,1301,130127,0779,077901,190,247,1,247,190,57,20014
B,20010427,140605,1000210,00267B,0000573,1,13,1301,130127,0779,077901,190,368,1,368,190,178,20014
C,20010427,180842,1000174,00121C,0000472,1,14,1402,140205,1974,197403,267,348,5,1740,1335,405,20014
D,20010427,180842,1000186,00121D,0000472,1,14,1402,140205,1974,197403,267,348,6,2088,1602,486,20014
A,20010427,140605,1000198,00267A,0000349,1,13,1301,130198,1017,101703,247,322,1,322,247,75,20014
B,20010427,140605,1000210,00267B,0000279,1,11,1121,112107,1886,188601,122,159,1,159,122,37,20014
C,20010427,153435,1000175,00217C,0000509,1,13,1301,130125,1301,130103,445,579,2,1158,890,268,20014
D,20010427,153435,1000187,00217D,0000509,1,13,1301,130125,1301,130103,445,579,1,579,445,134,20014
A,20010427,140605,1000198,00267A,0000485,1,14,1403,140315,0129,012907,166,216,1,216,166,50,20014
B,20010427,140605,1000210,00267B,0000485,1,14,1403,140315,0129,012907,166,216,1,216,166,50,20014
C,20010427,153435,1000175,00217C,0000388,1,14,1402,140209,0773,077301,336,437,5,2185,1680,505,20014
D,20010427,180842,1000186,00121D,0000365,1,14,1401,140111,0769,076900,161,210,1,210,161,49,20014
A,20010427,153435,1000197,00217A,0000281,1,14,1403,140305,1501,150100,206,268,1,268,206,62,20014
B,20010427,140605,1000210,00267B,0000349,1,13,1301,130198,1017,101703,247,322,1,322,247,75,20014
C,20010427,153435,1000175,00217C,0000423,1,11,1107,110791,0107,010703,290,377,1,377,290,87,20014
D,20010427,180842,1000186,00121D,0000462,1,14,1406,140681,1674,167405,231,411,1,411,231,180,20014
A,20010427,153435,1000197,00217A,0000509,1,13,1301,130125,1301,130103,445,579,5,2895,2225,670,20014
B,20010427,153435,1000209,00217B,0000388,1,14,1402,140209,0773,077301,336,437,6,2622,2016,606,20014
C,20010427,180842,1000174,00121C,0000365,1,14,1401,140111,0769,076900,161,242,5,1210,805,405,20014
D,20010427,180842,1000186,00121D,0000195,1,14,1403,140316,0590,059000,362,471,1,471,362,109,20014
A,20010427,153435,1000197,00217A,0000388,1,14,1402,140209,0773,077301,336,437,5,2185,1680,505,20014
B,20010427,153435,1000209,00217B,0000281,1,14,1403,140305,1501,150100,206,268,5,1340,1030,310,20014
C,20010427,180842,1000174,00121C,0000549,1,11,1101,110119,1994,199404,330,429,1,429,330,99,20014
D,20010427,180842,1000186,00121D,0000558,1,13,1301,130198,1839,183902,312,518,1,518,312,206,20014
A,20010427,153435,1000197,00217A,0000423,1,11,1107,110791,0107,010703,290,377,1,377,290,87,20014
B,20010427,153435,1000209,00217B,0000426,1,11,1106,110601,1763,176305,177,231,5,1155,885,270,20014
C,20010427,180842,1000174,00121C,0000239,1,11,1104,110497,0781,078100,225,293,6,1758,1350,408,20014
D,20010427,180842,1000186,00121D,0000239,1,11,1104,110497,0781,078100,225,293,1,293,225,68,20014
A,20010427,153435,1000197,00217A,0000426,1,11,1106,110601,1763,176305,177,313,1,313,177,136,20014
B,20010427,153435,1000209,00217B,0000509,1,13,1301,130125,1301,130103,445,579,7,4053,3115,938,20014
C,20010427,180842,1000174,00121C,0000482,1,11,1119,111997,0844,084400,285,371,1,371,285,86,20014
D,20010427,180842,1000186,00121D,0000549,1,11,1101,110119,1994,199404,330,429,1,429,330,99,20014
A,20010427,180842,1000196,00121A,0000195,1,14,1403,140316,0590,059000,362,471,1,471,362,109,20014
B,20010427,153435,1000209,00217B,0000423,1,11,1107,110791,0107,010703,290,377,3,1131,870,261,20014
C,20010427,180842,1000174,00121C,0000195,1,14,1403,140316,0590,059000,362,615,1,615,362,253,20014
D,20010427,180842,1000186,00121D,0000434,1,11,1105,110504,0523,052300,378,492,1,492,378,114,20014
A,20010427,180842,1000196,00121A,0000434,1,11,1105,110504,0523,052300,378,492,1,492,378,114,20014
B,20010427,180842,1000208,00121B,0000365,1,14,1401,140111,0769,076900,161,299,1,299,161,138,20014
C,20010427,180842,1000174,00121C,0000558,1,13,1301,130198,1839,183902,312,406,1,406,312,94,20014
D,20010427,180842,1000186,00121D,0000482,1,11,1119,111997,0844,084400,285,371,6,2226,1710,516,20014
A,20010427,180842,1000196,00121A,0000365,1,14,1401,140111,0769,076900,161,210,1,210,161,49,20014
B,20010427,180842,1000208,00121B,0000434,1,11,1105,110504,0523,052300,378,492,1,492,378,114,20014
C,20010427,180842,1000174,00121C,0000434,1,11,1105,110504,0523,052300,378,492,1,492,378,114,20014
D,20010427,180842,1000186,00121D,0000435,1,11,1101,110129,0522,052203,256,333,1,333,256,77,20014
A,20010427,180842,1000196,00121A,0000558,1,13,1301,130198,1839,183902,312,696,5,3480,1560,1920,20014
B,20010427,180842,1000208,00121B,0000549,1,11,1101,110119,1994,199404,330,429,1,429,330,99,20014
C,20010427,180842,1000174,00121C,0000435,1,11,1101,110129,0522,052203,256,333,1,333,256,77,20014
D,20010427,130658,1000184,00008D,0000359,1,11,1116,111603,0567,056702,325,423,4,1692,1300,392,20014
A,20010427,180842,1000196,00121A,0000239,1,11,1104,110497,0781,078100,225,293,1,293,225,68,20014
B,20010427,180842,1000208,00121B,0000558,1,13,1301,130198,1839,183902,312,513,3,1539,936,603,20014
C,20010427,130658,1000172,00008C,0000359,1,11,1116,111603,0567,056702,325,423,1,423,325,98,20014
D,20010427,180842,1000186,00121D,0000492,1,11,1197,119797,0501,050100,361,470,5,2350,1805,545,20014
A,20010427,180842,1000196,00121A,0000482,1,11,1119,111997,0844,084400,285,371,1,371,285,86,20014
B,20010427,180842,1000208,00121B,0000239,1,11,1104,110497,0781,078100,225,293,3,879,675,204,20014
C,20010427,180842,1000174,00121C,0000462,1,14,1406,140681,1674,167405,231,381,1,381,231,150,20014
D,20010427,153435,1000187,00217D,0000281,1,14,1403,140305,1501,150100,206,268,3,804,618,186,20014
A,20010427,180842,1000196,00121A,0000472,1,14,1402,140205,1974,197403,267,348,1,348,267,81,20014
B,20010427,180842,1000208,00121B,0000462,1,14,1406,140681,1674,167405,231,350,1,350,231,119,20014
A,20010427,180842,1000196,00121A,0000462,1,14,1406,140681,1674,167405,231,360,2,720,462,258,20014
B,20010427,130658,1000206,00008B,0000359,1,11,1116,111603,0567,056702,325,504,1,504,325,179,20014
A,20010427,180842,1000196,00121A,0000549,1,11,1101,110119,1994,199404,330,614,1,614,330,284,20014
B,20010427,180842,1000208,00121B,0000435,1,11,1101,110129,0522,052203,256,333,1,333,256,77,20014
A,20010427,180842,1000196,00121A,0000492,1,11,1197,119797,0501,050100,361,470,1,470,361,109,20014
B,20010427,180842,1000208,00121B,0000492,1,11,1197,119797,0501,050100,361,574,1,574,361,213,20014
A,20010427,180842,1000196,00121A,0000435,1,11,1101,110129,0522,052203,256,333,1,333,256,77,20014
B,20010427,183532,1000211,00285B,0000704,1,11,1107,110725,1725,172501,181,236,1,236,181,55,20014
B,20010427,183532,1000211,00285B,0000360,1,11,1119,111905,1327,132705,235,434,1,434,235,199,20014
B,20010427,183532,1000211,00285B,0000491,1,13,1304,130497,0578,057800,377,491,1,491,377,114,20014
B,20010427,183532,1000211,00285B,0000709,1,13,1302,130297,1454,145402,295,384,5,1920,1475,445,20014
B,20010427,183532,1000211,00285B,0000448,1,11,1120,112005,1298,129803,313,407,1,407,313,94,20014
B,20010427,183532,1000211,00285B,0000287,1,14,1401,140197,1925,192500,148,193,2,386,296,90,20014
B,20010427,183532,1000211,00285B,0000439,1,11,1104,110411,1007,100700,187,244,1,244,187,57,20014
B,20010427,180842,1000208,00121B,0000472,1,14,1402,140205,1974,197403,267,348,1,348,267,81,20014
B,20010427,180842,1000208,00121B,0000482,1,11,1119,111997,0844,084400,285,371,6,2226,1710,516,20014
C,20010428,162139,1000176,00139C,0000451,1,11,1110,111015,1548,154802,227,296,7,2072,1589,483,20014
D,20010428,162139,1000188,00139D,0000451,1,11,1110,111015,1548,154802,227,296,1,296,227,69,20014
A,20010428,162139,1000199,00139A,0000739,1,11,1113,111305,1339,133901,266,346,6,2076,1596,480,20014
B,20010428,162139,1000212,00139B,0000739,1,11,1113,111305,1339,133901,266,346,3,1038,798,240,20014
C,20010428,162139,1000176,00139C,0000739,1,11,1113,111305,1339,133901,266,346,1,346,266,80,20014
D,20010428,162139,1000188,00139D,0000372,1,11,1101,110131,0569,056902,467,608,5,3040,2335,705,20014
A,20010428,162139,1000199,00139A,0000372,1,11,1101,110131,0569,056902,467,608,1,608,467,141,20014
B,20010428,162139,1000212,00139B,0000286,1,11,1104,110415,1057,105702,302,437,1,437,302,135,20014
C,20010428,162139,1000176,00139C,0000259,1,11,1106,110697,0061,006101,263,342,1,342,263,79,20014
D,20010428,162139,1000188,00139D,0000739,1,11,1113,111305,1339,133901,266,346,1,346,266,80,20014
A,20010428,162139,1000199,00139A,0000451,1,11,1110,111015,1548,154802,227,296,1,296,227,69,20014
B,20010428,162139,1000212,00139B,0000451,1,11,1110,111015,1548,154802,227,296,1,296,227,69,20014
C,20010428,162139,1000176,00139C,0000383,1,11,1103,110301,1919,191900,404,526,1,526,404,122,20014
D,20010428,162139,1000188,00139D,0000259,1,11,1106,110697,0061,006101,263,342,1,342,263,79,20014
A,20010428,162139,1000199,00139A,0000286,1,11,1104,110415,1057,105702,302,393,5,1965,1510,455,20014
B,20010428,162139,1000212,00139B,0000372,1,11,1101,110131,0569,056902,467,608,3,1824,1401,423,20014
C,20010428,162139,1000176,00139C,0000372,1,11,1101,110131,0569,056902,467,608,6,3648,2802,846,20014
D,20010428,162139,1000188,00139D,0000383,1,11,1103,110301,1919,191900,404,526,1,526,404,122,20014
A,20010428,162139,1000199,00139A,0000208,1,11,1112,111203,0777,077700,358,466,1,466,358,108,20014
B,20010428,162139,1000212,00139B,0000259,1,11,1106,110697,0061,006101,263,439,1,439,263,176,20014
C,20010428,162139,1000176,00139C,0000208,1,11,1112,111203,0777,077700,358,466,1,466,358,108,20014
D,20010428,162139,1000188,00139D,0000208,1,11,1112,111203,0777,077700,358,588,1,588,358,230,20014
A,20010428,162139,1000199,00139A,0000383,1,11,1103,110301,1919,191900,404,526,1,526,404,122,20014
B,20010428,162139,1000212,00139B,0000383,1,11,1103,110301,1919,191900,404,703,5,3515,2020,1495,20014
C,20010428,162139,1000176,00139C,0000286,1,11,1104,110415,1057,105702,302,469,5,2345,1510,835,20014
D,20010428,162139,1000188,00139D,0000286,1,11,1104,110415,1057,105702,302,393,1,393,302,91,20014
A,20010428,162139,1000199,00139A,0000259,1,11,1106,110697,0061,006101,263,342,5,1710,1315,395,20014
B,20010428,162139,1000212,00139B,0000208,1,11,1112,111203,0777,077700,358,466,4,1864,1432,432,20014
C,20010430,155728,1000180,00181C,0000124,1,11,1105,110597,0786,078602,362,471,1,471,362,109,20014
D,20010430,115836,1000189,00088D,0000292,1,11,1105,110504,1110,111001,283,424,1,424,283,141,20014
A,20010430,115836,1000200,00088A,0000292,1,11,1105,110504,1110,111001,283,368,1,368,283,85,20014
B,20010430,181853,1000215,00110B,0000297,1,11,1112,111211,0192,019200,426,554,1,554,426,128,20014
C,20010430,181853,1000179,00110C,0000374,1,11,1117,111701,0151,015100,329,501,1,501,329,172,20014
D,20010430,134924,1000190,00104D,0000524,1,11,1104,110401,0844,084401,418,544,1,544,418,126,20014
A,20010430,115836,1000200,00088A,0000244,1,11,1107,110797,1203,120300,272,354,1,354,272,82,20014
B,20010430,181853,1000215,00110B,0000457,1,11,1110,111007,1319,131902,174,268,1,268,174,94,20014
C,20010430,134924,1000178,00104C,0000346,1,13,1301,130129,0518,051802,380,494,1,494,380,114,20014
D,20010430,134924,1000190,00104D,0000346,1,13,1301,130129,0518,051802,380,494,1,494,380,114,20014
A,20010430,134924,1000201,00104A,0000456,1,11,1116,111697,1649,164901,447,582,1,582,447,135,20014
B,20010430,115836,1000213,00088B,0000292,1,11,1105,110504,1110,111001,283,429,1,429,283,146,20014
C,20010430,134924,1000178,00104C,0000524,1,11,1104,110401,0844,084401,418,544,1,544,418,126,20014
D,20010430,134924,1000190,00104D,0000509,1,13,1301,130125,1301,130103,445,579,1,579,445,134,20014
A,20010430,134924,1000201,00104A,0000190,1,14,1403,140316,1092,109202,333,433,1,433,333,100,20014
B,20010430,115836,1000213,00088B,0000244,1,11,1107,110797,1203,120300,272,354,1,354,272,82,20014
C,20010430,134924,1000178,00104C,0000359,1,11,1116,111603,0567,056702,325,423,4,1692,1300,392,20014
D,20010430,134924,1000190,00104D,0000359,1,11,1116,111603,0567,056702,325,423,1,423,325,98,20014
A,20010430,134924,1000201,00104A,0000508,1,11,1117,111701,0471,047104,344,448,1,448,344,104,20014
B,20010430,134924,1000214,00104B,0000448,1,11,1120,112005,1298,129803,313,407,1,407,313,94,20014
C,20010430,134924,1000178,00104C,0000485,1,14,1403,140315,0129,012907,166,216,1,216,166,50,20014
D,20010430,134924,1000190,00104D,0000485,1,14,1403,140315,0129,012907,166,216,1,216,166,50,20014
A,20010430,134924,1000201,00104A,0000346,1,13,1301,130129,0518,051802,380,494,3,1482,1140,342,20014
B,20010430,134924,1000214,00104B,0000346,1,13,1301,130129,0518,051802,380,555,5,2775,1900,875,20014
C,20010430,134924,1000178,00104C,0000190,1,14,1403,140316,1092,109202,333,433,1,433,333,100,20014
D,20010430,134924,1000190,00104D,0000276,1,11,1120,112097,0617,061701,142,185,6,1110,852,258,20014
A,20010430,134924,1000201,00104A,0000441,1,11,1110,111007,0713,071300,296,482,1,482,296,186,20014
B,20010430,134924,1000214,00104B,0000485,1,14,1403,140315,0129,012907,166,216,1,216,166,50,20014
C,20010430,134924,1000178,00104C,0000508,1,11,1117,111701,0471,047104,344,448,6,2688,2064,624,20014
D,20010430,134924,1000190,00104D,0000499,1,11,1101,110142,1124,112400,213,277,2,554,426,128,20014
A,20010430,134924,1000201,00104A,0000276,1,11,1120,112097,0617,061701,142,185,1,185,142,43,20014
B,20010430,134924,1000214,00104B,0000190,1,14,1403,140316,1092,109202,333,433,1,433,333,100,20014
C,20010430,134924,1000178,00104C,0000276,1,11,1120,112097,0617,061701,142,185,1,185,142,43,20014
D,20010430,134924,1000190,00104D,0000190,1,14,1403,140316,1092,109202,333,433,1,433,333,100,20014
A,20010430,134924,1000201,00104A,0000509,1,13,1301,130125,1301,130103,445,579,1,579,445,134,20014
B,20010430,134924,1000214,00104B,0000508,1,11,1117,111701,0471,047104,344,448,1,448,344,104,20014
C,20010430,134924,1000178,00104C,0000499,1,11,1101,110142,1124,112400,213,277,6,1662,1278,384,20014
D,20010430,134924,1000190,00104D,0000456,1,11,1116,111697,1649,164901,447,582,1,582,447,135,20014
A,20010430,134924,1000201,00104A,0000359,1,11,1116,111603,0567,056702,325,653,1,653,325,328,20014
B,20010430,134924,1000214,00104B,0000359,1,11,1116,111603,0567,056702,325,504,1,504,325,179,20014
C,20010430,134924,1000178,00104C,0000441,1,11,1110,111007,0713,071300,296,385,1,385,296,89,20014
D,20010430,134924,1000190,00104D,0000448,1,11,1120,112005,1298,129803,313,407,1,407,313,94,20014
A,20010430,134924,1000201,00104A,0000499,1,11,1101,110142,1124,112400,213,277,5,1385,1065,320,20014
B,20010430,134924,1000214,00104B,0000509,1,13,1301,130125,1301,130103,445,685,4,2740,1780,960,20014
C,20010430,134924,1000178,00104C,0000448,1,11,1120,112005,1298,129803,313,407,1,407,313,94,20014
D,20010430,181853,1000191,00110D,0000609,1,14,1401,140107,1818,181803,232,302,1,302,232,70,20014
A,20010430,134924,1000201,00104A,0000524,1,11,1104,110401,0844,084401,418,544,1,544,418,126,20014
B,20010430,134924,1000214,00104B,0000276,1,11,1120,112097,0617,061701,142,185,1,185,142,43,20014
C,20010430,134924,1000178,00104C,0000456,1,11,1116,111697,1649,164901,447,582,5,2910,2235,675,20014
D,20010430,134924,1000190,00104D,0000508,1,11,1117,111701,0471,047104,344,527,1,527,344,183,20014
A,20010430,134924,1000201,00104A,0000485,1,14,1403,140315,0129,012907,166,216,1,216,166,50,20014
B,20010430,134924,1000214,00104B,0000499,1,11,1101,110142,1124,112400,213,277,1,277,213,64,20014
C,20010430,155728,1000180,00181C,0000335,1,11,1101,110103,0485,048500,109,142,1,142,109,33,20014
D,20010430,155728,1000192,00181D,0000259,1,11,1106,110697,0061,006101,263,342,1,342,263,79,20014
A,20010430,134924,1000201,00104A,0000448,1,11,1120,112005,1298,129803,313,407,1,407,313,94,20014
B,20010430,134924,1000214,00104B,0000524,1,11,1104,110401,0844,084401,418,544,1,544,418,126,20014
C,20010430,155728,1000180,00181C,0000412,1,13,1301,130129,0416,041600,336,437,1,437,336,101,20014
D,20010430,155728,1000192,00181D,0000412,1,13,1301,130129,0416,041600,336,437,1,437,336,101,20014
A,20010430,155728,1000203,00181A,0000259,1,11,1106,110697,0061,006101,263,342,1,342,263,79,20014
B,20010430,134924,1000214,00104B,0000441,1,11,1110,111007,0713,071300,296,385,1,385,296,89,20014
C,20010430,115836,1000177,00088C,0000244,1,11,1107,110797,1203,120300,272,354,4,1416,1088,328,20014
D,20010430,115836,1000189,00088D,0000244,1,11,1107,110797,1203,120300,272,354,6,2124,1632,492,20014
A,20010430,155728,1000203,00181A,0000412,1,13,1301,130129,0416,041600,336,437,1,437,336,101,20014
B,20010430,134924,1000214,00104B,0000456,1,11,1116,111697,1649,164901,447,582,1,582,447,135,20014
C,20010430,155728,1000180,00181C,0000259,1,11,1106,110697,0061,006101,263,342,1,342,263,79,20014
D,20010430,155728,1000192,00181D,0000335,1,11,1101,110103,0485,048500,109,196,5,980,545,435,20014
A,20010430,155728,1000203,00181A,0000335,1,11,1101,110103,0485,048500,109,168,1,168,109,59,20014
B,20010430,155728,1000216,00181B,0000206,1,11,1113,111301,0802,080203,334,435,1,435,334,101,20014
C,20010430,155728,1000180,00181C,0000206,1,11,1113,111301,0802,080203,334,435,1,435,334,101,20014
D,20010430,155728,1000192,00181D,0000255,1,14,1406,140621,1894,189400,256,333,1,333,256,77,20014
A,20010430,155728,1000203,00181A,0000255,1,14,1406,140621,1894,189400,256,333,1,333,256,77,20014
B,20010430,155728,1000216,00181B,0000412,1,13,1301,130129,0416,041600,336,437,6,2622,2016,606,20014
C,20010430,155728,1000180,00181C,0000255,1,14,1406,140621,1894,189400,256,435,5,2175,1280,895,20014
D,20010430,155728,1000192,00181D,0000124,1,11,1105,110597,0786,078602,362,471,1,471,362,109,20014
A,20010430,155728,1000203,00181A,0000206,1,11,1113,111301,0802,080203,334,435,1,435,334,101,20014
B,20010430,155728,1000216,00181B,0000259,1,11,1106,110697,0061,006101,263,439,1,439,263,176,20014
C,20010430,181853,1000179,00110C,0000609,1,14,1401,140107,1818,181803,232,373,4,1492,928,564,20014
D,20010430,181853,1000191,00110D,0000457,1,11,1110,111007,1319,131902,174,227,1,227,174,53,20014
A,20010430,155728,1000203,00181A,0000124,1,11,1105,110597,0786,078602,362,471,1,471,362,109,20014
B,20010430,155728,1000216,00181B,0000255,1,14,1406,140621,1894,189400,256,445,1,445,256,189,20014
C,20010430,181853,1000179,00110C,0000315,1,14,1402,140205,0405,040501,290,441,1,441,290,151,20014
D,20010430,181853,1000191,00110D,0000297,1,11,1112,111211,0192,019200,426,554,1,554,426,128,20014
A,20010430,181853,1000202,00110A,0000508,1,11,1117,111701,0471,047104,344,448,1,448,344,104,20014
B,20010430,155728,1000216,00181B,0000335,1,11,1101,110103,0485,048500,109,175,1,175,109,66,20014
C,20010430,181853,1000179,00110C,0000418,1,11,1105,110501,1844,184400,197,257,1,257,197,60,20014
D,20010430,181853,1000191,00110D,0000508,1,11,1117,111701,0471,047104,344,527,1,527,344,183,20014
A,20010430,181853,1000202,00110A,0000297,1,11,1112,111211,0192,019200,426,554,1,554,426,128,20014
B,20010430,155728,1000216,00181B,0000124,1,11,1105,110597,0786,078602,362,471,4,1884,1448,436,20014
C,20010430,181853,1000179,00110C,0000297,1,11,1112,111211,0192,019200,426,554,5,2770,2130,640,20014
D,20010430,181853,1000191,00110D,0000315,1,14,1402,140205,0405,040501,290,377,1,377,290,87,20014
A,20010430,181853,1000202,00110A,0000609,1,14,1401,140107,1818,181803,232,302,1,302,232,70,20014
